,investment_id,0,1,2,3,4,5,6,7,8,9
0,0,0.0545950186374506,0.0314376348133813,0.0291015990317586,0.0312049693266012,0.6612844162932312,0.0326196488819639,0.0345050110991068,0.0385535143932513,0.0415474037329821,0.0451507837902725
1,1,0.0839346059165402,0.0321170274508007,0.0293222560154779,0.0309153287796393,0.2293692707062973,0.0320838993145127,0.032865775201363,0.0350846889844706,0.0402936829481474,0.0402751207896725
2,2,0.0388285372692904,0.0324520803845617,0.0304870138728697,0.033432117769424,0.6298643173345803,0.0369299840367454,0.0407906779821265,0.0486936109599824,0.0484985790279807,0.0600230813624386
3,3,0.0604177553372236,0.0279388997092905,0.0257073521019984,0.0272789534853517,0.698007044401117,0.0280473103234768,0.0291394985472696,0.0317152612578277,0.0351985839267214,0.0365493409097227
4,4,0.0322885900087674,0.0176315146043175,0.0162886360689902,0.0174197477863874,0.8099123355256465,0.018194285763839,0.0191482806460422,0.0212362116848977,0.0231066340743258,0.0247737638367858
5,6,0.0455408088596661,0.0296061427180962,0.0275817643431493,0.0297410749010809,0.6793589963765488,0.0313154989145648,0.0335697263834045,0.0382544455331377,0.0399552047346394,0.0450763372357122
6,7,0.10863867287198,0.0436283446971036,0.0398580599306163,0.0421055706249565,0.4191413282433143,0.0438607474573734,0.045053588141653,0.0482833351693709,0.0552493772691444,0.0555856765370126
7,8,4.70574705469889e-309,3.4673813166193373e-308,6.383251304783737e-308,1.0,7.805305914420753e-309,2.210292820698603e-308,1.3337450429872215e-308,9.49216694547799e-309,1.982797754617453e-308,1.470797878959419e-308
8,9,0.0943586967568813,0.0392825298820354,0.0360495943609526,0.0380155448104741,0.3437015313976281,0.0397273756637111,0.0408786287601254,0.0438813923634338,0.0494407807185923,0.050124452879341
9,10,0.11277797726179,0.0454694830723745,0.0415531895495225,0.0438946756183911,0.4403355177353239,0.0457406837655187,0.0469951596689745,0.0503775887004534,0.0575792133818111,0.0579743208502971
10,11,0.0363277916203696,0.0247877152801026,0.0233445908625951,0.0250847890387489,0.7279444787923236,0.0271606135602465,0.0293278724372865,0.0337358727630435,0.0335692646116609,0.0387170110336225
11,12,0.0437067689432559,0.0297215395017627,0.0281631075566534,0.0299856697272813,0.2573459777155865,0.0332170710530478,0.0356240160741241,0.0404353048197836,0.0396970466263528,0.0449947066623323
12,13,0.0648463195204647,0.0301298626567389,0.0276308222229159,0.0293362300036702,0.5509476715192084,0.0309422512388582,0.0320717413073976,0.0348067397381256,0.0391293842060933,0.0403049442436821
13,14,0.0239362003424409,0.0481414862758632,0.0452452353876544,0.0554500258814188,0.088059246663069,0.073089203281943,0.0861830205273196,0.086673813163634,0.2068469497337924,0.2715468490300267
14,15,0.0238314549693619,0.0182370421791267,0.0173197512269167,0.0187247952989038,0.7962918691736657,0.0205087231632093,0.0225441462372362,0.0266655656945482,0.0252451264587214,0.0306315255983097
15,16,0.0699039786424176,0.0320569599399709,0.0293902371529269,0.0311873615657055,0.5414802765064117,0.0328566601473692,0.0340268917390381,0.0368834909860052,0.0415215490794129,0.0426750846626715
16,17,0.1120306752315994,0.0456874946373811,0.0418273733198119,0.0442322986089238,0.5012851404703951,0.0449444704831927,0.0463046253223158,0.0498218610639394,0.0565207773595821,0.0573452835028584
17,18,0.1064176297717636,0.0441873534379629,0.0404827271139132,0.0428293065844298,0.5185308342003169,0.0435881930648379,0.0449574964353779,0.0484455829549289,0.0547944566185483,0.0557664198179204
18,19,0.1160946315656122,0.0468415184142763,0.0428596671728912,0.0452325556747723,0.4340926872808774,0.0471445579116189,0.0484357900621209,0.0519067912977053,0.059092724070077,0.0595581846718703
19,20,0.0288552530522683,0.0360548844819779,0.0290927802418622,0.0318735927689295,0.0549258720905077,0.0284411481336358,0.0269185818958472,0.0260377614886505,0.0478877024210085,0.0367333880423926
20,21,0.009409635222011,0.004767171629025,0.0044053858296895,0.0046884592973761,0.9487480962087432,0.0048411934873858,0.00506725519023,0.0055727061907739,0.0060715145138744,0.0064285824308908
3464,22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
21,23,0.0339302632552128,0.0233634993455227,0.0219885387329406,0.0236658139528385,0.7434999563690335,0.0255494726020923,0.0276283639182729,0.0318631740037412,0.0317480659740176,0.0367628518463275
22,24,0.1006815516900958,0.0424608478141211,0.0389737394149452,0.0412092238205522,0.538285495189038,0.0420063748786695,0.0433666707063834,0.0467789045733084,0.0525541319342963,0.0536830599785897
23,26,0.044171187270899,0.0258035190709774,0.0239854271999892,0.0256817364120549,0.7217464192045965,0.0269445283539939,0.0285711908261492,0.0320191886184324,0.0339157935634321,0.0371610094794751
24,28,6.675041072160654e-309,7.13154940429004e-309,6.624557482615463e-309,7.46382627319646e-309,1.0,8.35830765148592e-309,9.28608615152459e-309,1.104575070890917e-308,1.246978050299678e-308,1.5843241048102527e-308
25,29,0.0039308258040792,0.0351654056871806,0.5581098572610603,0.0471286459270495,0.0058861671303164,0.0136194472846223,0.0091930694960291,0.006909405132004,0.012167675726457,0.0096660564231085
26,30,0.0392892774247787,0.0276900333338911,0.025924023241878,0.0280387618334347,0.6942169079514142,0.0304020823011071,0.0328917048234043,0.0380045552171748,0.0386954600898929,0.0448471937830236
27,31,0.0442332976887749,0.0212568475270059,0.0195951268624273,0.0208144185918644,0.7706245140924138,0.0214871512865539,0.0223882541941159,0.0244640484021161,0.0269442752691114,0.0281920660856161
28,32,0.0804776530135686,0.0372867447133608,0.0344524366845514,0.0364396219971775,0.5980026936701435,0.0374884673319162,0.0389390818855659,0.042327083267213,0.0463470943458264,0.0482391230906765
29,33,0.1061010383211176,0.0441775216786955,0.0405435158015017,0.0428422240344926,0.5191516819279742,0.043621483155332,0.0449954879251039,0.0484755853335454,0.0545170913850762,0.0555743704371605
30,34,5.600521366140274e-309,1.609390123658865e-308,1.4570871807977386e-308,1.9429790210780184e-308,1.356242215292067e-308,2.018853303785431e-308,1.7775826190782584e-308,1.4201136577198387e-308,1.0,3.525496644764909e-308
31,35,0.0158736539310451,0.0115055308318303,0.0108280538374264,0.0117127086522044,0.8728108686380627,0.0126636515842913,0.0137849512300595,0.016072549590779,0.0159379393420918,0.0188100923622089
32,36,0.0937371831656019,0.0403458221653024,0.036990742654132,0.0391907966863388,0.5616978534246814,0.0400092790924079,0.0413605903244613,0.0447143263999648,0.0503811838591628,0.0515722222279466
33,37,0.0554842919043327,0.0270589823933734,0.0250399707610702,0.0265442041783619,0.7086438663199365,0.0274593697322146,0.0286399136861123,0.0313169146457111,0.0340332294688464,0.0357792569100406
34,40,0.0812278266285097,0.0358392225748969,0.0329015499041203,0.0348744760361719,0.6114368193754403,0.0356886819024517,0.0369557579625779,0.0400416265559582,0.0448739062499526,0.04616013280992
35,41,0.0925209387005327,0.0372876096234862,0.0341558096459112,0.0360101126969969,0.2958235390915141,0.0375288509326725,0.038546866299042,0.0412844155513063,0.0468423010026291,0.0472300473431736
36,42,0.0652984485202166,0.0285647025549401,0.0260480666579975,0.0277106377596005,0.69010106710288,0.0282548729685294,0.0292023457440605,0.0315883591014313,0.0362875296542258,0.0369439699361179
37,43,0.0265964107226711,0.0142564037889002,0.0132294677204728,0.0140878983998132,0.8464198300575411,0.0147304936153837,0.0154894799981778,0.0171399633352126,0.0183569037562286,0.0196931486055985
38,44,0.0947370168835784,0.0412213484713671,0.0379318685900913,0.0400988299309594,0.5532910205573666,0.0409970477813522,0.0424056583116008,0.0458483593995659,0.0510205151064944,0.0524483349676236
39,45,0.108197800291724,0.0449795963313212,0.0411179049704548,0.0434935055988126,0.4971485870872949,0.045431052116504,0.0467603865377125,0.0502544202519489,0.0573258560662774,0.0579607739760197
40,46,0.1011213295386214,0.0430618384581827,0.0395845629198134,0.0418272245053564,0.5324766342706775,0.0426771338612232,0.0440809483607066,0.04756946827107,0.053166317355261,0.0544345424590873
41,47,0.0892717717218966,0.0410966982710754,0.0379309992122808,0.0400441536429476,0.4996597844013631,0.0422327857681282,0.0437250784822865,0.0473096302565339,0.0521106014679721,0.053804913391256
42,48,0.049777527853222,0.026069099370161,0.0242471830304572,0.0256535159047273,0.6643390713292953,0.0274260166103927,0.0286635046849522,0.0314007183043991,0.0335306434342883,0.0355150019758543
43,49,0.0981492601548474,0.0427466987297912,0.039368616810948,0.0415892540538613,0.5370892459940649,0.0425235528986912,0.0439802670565329,0.0475349355596495,0.0527595223317437,0.0542586464098696
44,50,0.0537176479886999,0.0271064252374244,0.025199638983289,0.0266696358401318,0.7091721855596127,0.0276883107800214,0.0289369375901444,0.0317032448507135,0.0339053722704949,0.0359006008994675
45,51,0.0623339663743153,0.030989858190309,0.0287602996727597,0.0303681606494171,0.4641313097940601,0.0322698216809533,0.0335752535192892,0.0365506725877352,0.0394382290894272,0.0413100060161125
46,52,0.0287635204311483,0.020870301258173,0.0196021571775669,0.0212299352095342,0.7692806187550758,0.0229282397196292,0.0249402522307451,0.0290549755660098,0.0290805872202505,0.0342494124318668
47,53,0.0647638591007545,0.02980346496597,0.0273896545975887,0.0290805532232127,0.6776807296238091,0.0298762562537144,0.0310263606740695,0.033755317080056,0.0376259245367529,0.038997879944072
48,54,0.0072341513970355,0.0126326513479989,0.0117127273211674,0.0138449236106404,0.042180618865427,0.0181783819392369,0.0205769455747604,0.0225045440429194,0.0366285890741163,0.0408905804334755
49,55,0.0288219953587683,0.0291075521059778,0.0280253987951707,0.0308406568737833,0.396985037587886,0.0370791287471777,0.0426224785819757,0.054492363338818,0.0459744055250127,0.0644752853276293
3508,56,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
3499,57,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
50,58,0.0080935089777553,0.014389554689007,0.0144167254390267,0.0170480508696827,0.0305793571863885,0.02656818005109,0.0408595264862504,0.0670065763164168,0.0383106897892044,0.6667671607267512
51,59,0.0377315490656639,0.0188634498801794,0.0173509520919409,0.0184627924128046,0.7199630552528404,0.0196171902531981,0.0204409985312254,0.0223476666479374,0.0248006996710553,0.0259119419852564
52,60,0.0094307898996408,0.0069484886822506,0.0065468535654453,0.0070875433709611,0.9229365489823226,0.007686077630639,0.0083868187603334,0.0098153535072507,0.0096688979100928,0.0114926276910634
53,61,0.0833801594258839,0.0382209606051529,0.0352788345540625,0.0372308222516103,0.431595307814567,0.0392467767125009,0.040617570866933,0.0439207268721553,0.0483853179678367,0.0499155572837221
54,62,0.0432479086567587,0.0207505061751932,0.0191110288787105,0.0203111415396344,0.7760214093485299,0.020958955600742,0.0218338202254494,0.0238558458487111,0.0263588123437846,0.0275505713824859
55,63,0.018664087327713,0.0384102130895285,0.0374988947313894,0.0465058752148449,0.0568475672568868,0.0649814443966311,0.0782105120877523,0.0749954350096269,0.1369525677893991,0.4469334030962276
56,64,8.569918078738126e-309,4.482874957404683e-309,4.14889062051702e-309,4.42032828392298e-309,1.0,4.581196952708286e-309,4.80816924017085e-309,5.30816597948793e-309,5.74462274097968e-309,6.12633584122277e-309
57,65,0.010755259434316,0.0186519777002338,0.0182118928686087,0.0210629505047581,0.0675508600413544,0.0291138364465748,0.0368742547005676,0.0540878349850668,0.0397146157645688,0.1062855562322079
58,66,0.0872268024564085,0.0381102247795983,0.034979128792809,0.037061548017609,0.5865402368654539,0.0378932720873553,0.0392129215437688,0.0424475617605442,0.0476225743136372,0.0489057293828154
59,67,8.614564311855995e-309,4.54929096015869e-309,4.207533798759613e-309,4.48769654035929e-309,1.0,4.65437659227564e-309,4.888273714137246e-309,5.402948363758676e-309,5.85927029071018e-309,6.255864633403267e-309
3531,68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
60,69,0.0548437777031711,0.0267296342005021,0.0245132815402656,0.0261438852008381,0.7116235506819238,0.0269613276255922,0.0280889452704286,0.0307171703103034,0.0344651551234252,0.0359132723435495
61,70,0.035860531445852,0.0215059234561558,0.0199946176859661,0.0214544305194995,0.7687927573542084,0.0223587708536647,0.0237752283693145,0.0267607465628091,0.0282839922134185,0.031213001539111
62,71,0.1054310620634705,0.0440279304390284,0.0403465371690821,0.0426907377823235,0.520532574355991,0.0434695088088446,0.0448511873087957,0.0483543977196002,0.054635290823595,0.0556607735292685
3571,72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
63,73,0.0396517730842038,0.021902083171469,0.0204368872400559,0.0216506999204283,0.7574272851904559,0.023293984987526,0.0244560395003196,0.0269578293603247,0.0283914548976049,0.0304322847257924
64,74,0.1116725177839478,0.0461798759004345,0.0423811444014269,0.0447660979600003,0.4971122423725351,0.0455527958443156,0.0469655479851153,0.0505627361816578,0.0568824348099193,0.057924606760647
65,75,0.0975605080708062,0.0437414446204387,0.0403018226692632,0.0425415012764557,0.4957506663389243,0.0447554646408674,0.0462611294676023,0.0499508377930004,0.0553932045755583,0.05690826299867
66,76,0.0477457468137239,0.0251778674679805,0.0234607456032808,0.02478816640245,0.4138161215719814,0.0265080021282679,0.0276993926880523,0.0303214291382092,0.0322067479516157,0.0341317251969594
67,77,0.1168019338207557,0.0472040039682129,0.0432595209410554,0.0456876704266827,0.4845839148513027,0.0463949675919029,0.047768806906559,0.0513390355660921,0.0580722460552851,0.058887899872151
68,78,0.0169460455152949,0.0444807414735321,0.045172877501548,0.0598035790737512,0.0417055438331901,0.0962706505176279,0.0942030873889348,0.0650430689413857,0.1755830902288262,0.3607913155259087
69,79,0.0476854549975057,0.0352527651042005,0.0335252217512917,0.0359072236495096,0.4262664095902713,0.0403837507778435,0.0438524528366963,0.0507629853387475,0.0485006434789781,0.0567976888424727
70,80,0.0878393737131924,0.0391839417032359,0.0360922782813866,0.0381824879265191,0.5761108117566759,0.0391323605088479,0.0405470990747495,0.0439435852303175,0.0486843908715785,0.0502836709334962
71,81,0.0078635159620482,0.0071532640727546,0.0068679393762295,0.0074843541396772,0.915113594348894,0.0087632419662579,0.0098760175973785,0.012180337526843,0.0107028101654957,0.013994924844421
72,82,0.1080689513721139,0.0456864221641627,0.0420033058444029,0.0443573927736583,0.5038317859494141,0.0452276280492266,0.0466890545473765,0.0503401441572819,0.0562599235682417,0.0575353915741207
73,83,0.0705892953469255,0.0330968290843383,0.0306071672474144,0.0322911212300332,0.3749545135053401,0.034108603064716,0.0353437621669654,0.0382720684841335,0.0418722002163251,0.0433773806191321
74,84,0.0658794692740153,0.0322939020005876,0.0299759314106475,0.0316992846937937,0.6532821795546389,0.0328014169463968,0.0341993319412902,0.0373470575598376,0.0402079623355841,0.0423134642832078
3573,85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
75,86,0.0460732975628184,0.0265997558872105,0.024750296091835,0.0264602105325154,0.7134428367260179,0.0277355344135549,0.0293835901791756,0.0328762957719716,0.0347117169574888,0.0379664658774113
76,87,0.1189201441104614,0.0484315341250257,0.0444266386984272,0.0469035691903315,0.4718277073339232,0.0476630501659671,0.0490933120901837,0.0527822598347883,0.0595082694057618,0.0604435150451297
77,88,0.0251725487946995,0.0154741667375769,0.01447998374842,0.0155015462829605,0.8334861335377483,0.0162462910411669,0.0173394945568374,0.0196035935722451,0.0201703275933961,0.022525914134949
78,89,0.0097208637589607,0.0081605317615873,0.0077654835516782,0.0084413793429816,0.9056670193668106,0.0096501113685676,0.0107154619519874,0.0128937908636471,0.011982980892471,0.0150023771413081
